CARRIER,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE,DEP_DEL15
MQ,ATL,DAL,1804.686035,1905.666229,223.856605,1
DL,MCO,LGA,1647.796586,1947.710073,1065,1
EV,EWR,BOS,1739.700747,1945.49698,235.895368,1
WN,PHX,MCO,1924.640106,2236.201425,856.285662,1
WN,PHX,PDX,1821.822022,1957.449274,511.870522,1
WN,RDU,ATL,1423.029916,1548.641323,366.224728,1
WN,EWR,LAX,649.514503,898.158419,955.10315,1
EV,PHX,IAH,943.540658,1138.373046,372.674846,1
WN,PHX,DFW,1839.807085,2032.555037,649.286814,1
EV,ORD,SEA,948.552022,1212.159254,680.916671,1
EV,DEN,MCI,2219.727467,2315.397701,626.728233,1
WN,DFW,MSY,1929.916502,2054.917943,446.247219,1
OO,RNO,LAX,1803.485208,1944.340903,389.827301,1
AA,TUL,DFW,1052.176323,1153.181812,232.206801,1
DL,ATL,LAX,2006.583846,2131.196057,1263.86714,1
UA,LAX,PHL,2065.535262,99.744263,1345.064144,1
MQ,ORD,ORD,1435.914792,1612.605686,485.189972,1
AA,ATL,DFW,1717.894639,1916.631256,789.333751,1
EV,ATL,DFW,1244.249123,1510.500387,826.205781,1
WN,DEN,SLC,2222.748277,2343.774556,394.54153,1
UA,LAX,IAD,1339.011228,2102.337163,2273.57287,1
WN,DTW,ATL,2024.397434,2223.239432,587.012184,1
EV,ORD,CLT,2134.394126,22.458826,611.490283,1
AA,LAX,YUM,1719.843822,1833.819833,236.997812,1
DL,SFO,MCO,1503.067656,2311.358143,2449.139267,1
WN,DAL,MEM,1720.50551,1821.492783,237.391979,1
B6,PHX,SEA,1337.930071,1616.167495,1020.630945,1
EV,MSY,ORD,1140.033116,1308.897055,453.002887,1
EV,ORD,BOS,1519.38799,1621.482303,167.031161,1
WN,PHX,ORD,2142.739912,2152.962501,304.185841,1
US,LGA,BOS,1017.214526,1124.399357,210.213252,1
WN,LGA,DFW,1701.386516,1855,906.327305,1
AA,DEN,BOS,1498.701934,1828.16983,867.523952,1
UA,EWR,LAX,1032.659156,1332.987707,2415.458568,1
UA,JFK,LAX,1438.039044,1777.100926,2597.720553,1
EV,ATL,LAS,1801.395198,1871.328932,213.173932,1
EV,DFW,ORD,2155.781922,2233.125253,114.570374,1
WN,DEN,SLC,2211.555469,2340.30953,396.211609,1
UA,ORD,DEN,1022.602522,1144.274683,892.635593,1
AA,CLE,DFW,930.096242,1136.020267,1021,1
AA,ORD,IAH,1838.896964,2126.079074,936.877995,1
WN,ATL,ATL,2125.891003,2320.739011,578.390504,1
WN,LAX,LAS,2151.059101,2237.407696,225.423682,1
B6,JFK,ROC,10.826702,68.521813,134.044383,1
DL,ATL,ORD,1841.416266,2020.653323,713.663081,1
AA,JFK,MIA,1924.66542,2221.039415,1085.215386,1
UA,ORD,LAX,2021.223338,2235.327138,1744.19752,1
WN,PHX,PHX,1732.010078,1842.979029,322.976281,1
AA,DFW,ATL,1309.07899,1615.256498,770.483662,1
DL,ATL,LGA,1728.012675,1939.353803,762.721176,1
US,CLT,FLL,2241.145869,27.268016,637.151827,1
WN,MDW,ATL,854.998908,1127.032702,591.489641,1
EV,ORD,DFW,624.711203,821.620555,769.82628,1
DL,MCO,DFW,848.154801,1040.814672,964.526136,1
DL,ATL,DFW,93.128987,329.95316,861.209066,1
DL,DEN,SLC,1626.197576,1754.955168,401.449145,1
OO,IAH,ATL,1415.863623,1541.347022,363.949608,1
WN,ATL,SNA,1357.213788,1505.725876,319.417344,1
EV,IAH,MCO,1384.52527,1716.078616,860.280662,1
OO,LAX,SAN,1136.253778,1230.982689,126.285524,1
AA,DFW,DFW,2233.452921,2306.504524,228.374363,1
WN,IAH,HOU,1426.444069,1915.396749,1359.113534,1
EV,ATL,DFW,1806.417689,2033.085796,626.811225,1
AA,TPA,DFW,1918.558964,2231.681427,999.607249,1
WN,DFW,PHX,1618.268117,1739.208235,356.143209,1
WN,MDW,HOU,1938.693488,2213.505068,936.860718,1
AA,TUL,DFW,1040.573295,1149.702014,244.18142,1
DL,RIC,LAX,2055.904843,2150.76762,252.113462,1
WN,SJC,BWI,1838.480688,1950.04533,416.97695,1
EV,CLT,ORD,1024.15981,1136.220978,283.951799,1
UA,PVD,ATL,1018.94146,1133.274541,307.925787,1
US,CLT,FLL,2233.061135,35.113145,626.999974,1
WN,AUS,DAL,1903.537737,1956.49878,195.383403,1
WN,ATL,ATL,1236.203531,1420.471346,601.661933,1
AA,MCO,LGA,1625.165783,1926.441162,925.32752,1
B6,JFK,PHX,58.757922,418.382339,1607.164509,1
UA,DEN,RIC,2314.575859,202.54237,489.41674,1
B6,FLL,SEA,1436.358013,1718.789944,1131.806415,1
DL,DFW,ATL,727.876341,1023.400133,725.492155,1
EV,ATL,ATL,1016.915236,1186.135476,571.915391,1
UA,DFW,MCO,2041.616816,26.417525,969.662695,1
WN,ATL,DFW,1719.322905,1911.050764,764.277697,1
AA,LAX,EWR,1652.353692,34.920429,2241.535824,1
FL,ATL,DFW,2106.12653,2316.064423,829.899926,1
EV,CLT,DFW,1847.877376,2016.017228,777.474133,1
OO,MCI,DFW,1439.544729,1530.185358,544.297934,1
EV,ATL,OMA,1355.417973,1508.64802,318.022558,1
AA,ORD,SLC,721.712426,1454.462585,1963.680867,1
B6,BUF,MCO,1516.188943,1842.495077,1021.656628,1
UA,ATL,SFO,2013.817129,2145.275193,417.299467,1
EV,CLT,ATL,1735.618082,1824.457627,177.828031,1
WN,DEN,BOS,1831.154616,54.248214,1826.642388,1
WN,ATL,SEA,1408.421951,1574.506585,1707.687813,1
MQ,DFW,FLL,1010.134438,1234,673.406005,1
WN,MCI,DFW,1844.203411,1958.151179,431.718848,1
EV,PHX,ATL,1133.973049,1310.030211,374.5349,1
OO,ORD,BOS,2301.854828,4.656456,198.822871,1
AA,MCO,LGA,1619.674166,1926.792148,925.643187,1
AA,PHX,DFW,1284.678915,1625.475386,813.886539,1
WN,DEN,SLC,2034.787629,2313.049121,490.556308,1
WN,DEN,SLC,2220.632916,2341.135803,396.032853,1
UA,ORD,DEN,2221.161313,24.149328,1640.992005,1
WN,ATL,LAX,2122.707831,2215.889035,228.337438,1
MQ,ORD,DFW,1917.208796,2006.973242,141.085553,1
UA,PHX,RSW,1454.692134,1820.13683,1097.557521,1
AA,DFW,ATL,1938.851646,2245.294947,936.415675,1
WN,SLC,MDW,1122.939796,1243.91907,428.421138,1
EV,ORD,JFK,1453.679878,1590.182703,223.211407,1
AA,LAX,EWR,1654.381457,18.354528,2352.619391,1
AA,MIA,ORD,1722.741037,2030.570152,1136.087461,1
US,ATL,SFO,2026.565874,2146.931529,321.200907,1
EV,ORD,CLT,2159.98623,37.549818,620.325709,1
AA,RDU,ATL,1738.239117,1922.818921,594.026882,1
OO,DEN,DFW,1156.1351,1318.392561,845.798404,1
UA,IAD,SMF,1749.330093,2004.42101,2347.370775,1
WN,DFW,ORD,1907.380833,2119.230531,796.012708,1
DL,STL,MCO,1133.511297,1419.740012,842.208438,1
EV,ATL,DFW,2228.413243,2347.502929,743.769193,1
OO,ORD,BOS,977.81148,1045.110786,85.410294,1
WN,EWR,ATL,2052.996603,2216.272847,367.967262,1
AA,DFW,DEN,1206.370971,1245.297892,1171.247315,1
EV,ATL,SFO,820.879182,928.942174,481.190515,1
OO,ORD,PHX,1719.907104,1749.225652,102.265311,1
DL,EWR,BOS,2334.643693,30.502804,191.051443,1
DL,DFW,OMA,2284.106648,2353.959355,280.952475,1
OO,ORD,SLC,1147.84388,1335.824592,517.862432,1
US,DFW,CLT,1842.914855,2235.454047,918.720854,1
EV,ALB,DEN,1811.087339,1929.266503,714.053309,1
AA,DFW,BWI,1610.990646,1980.982843,1217.593412,1
DL,MCI,ORD,720.460828,934.65103,655.93876,1
AA,ATL,DFW,1307.850065,1405.811463,222.793037,1
OO,CLT,ATL,1340.021576,1525.370473,533.946365,1
EV,PVD,ATL,1031.045311,1147.201805,298.859572,1
EV,PHX,ATL,1919.318319,2028.503879,318.752848,1
WN,PHX,BOS,2031.774165,2322.266814,865.716459,1
MQ,IAH,MCO,1425.425402,1742.986442,847.169297,1
AA,DFW,SEA,1313.805534,1610.386239,955.12049,1
EV,ATL,BOS,1429.354779,1514.698624,190.854075,1
EV,DEN,STL,1527.304252,1811.736859,766.12879,1
EV,EWR,RIC,1757.012358,1907.366475,246.952047,1
WN,DFW,BWI,2221.469789,2324.724306,302.129437,1
WN,LAX,OAK,1920.232262,2037.075402,337.877167,1
WN,ORD,ATL,1710.479708,2019.171707,607.234558,1
AA,ORD,SFO,2204.29871,68.496218,1804.797297,1
AA,LAS,MCO,1779.771963,2209.452406,1239.941018,1
DL,LAX,ATL,1164.292776,1909.273989,1961.046135,1
WN,ATL,ORD,1927.625232,2143.708919,669.096928,1
EV,SLC,ORD,1036.410128,1118.817429,581.525501,1
DL,EWR,BOS,2327.589686,33.734853,217.217952,1
MQ,SLC,DFW,1820.144037,1950.219658,218.981569,1
WN,JFK,ATL,1432.472801,1542.360242,297.699029,1
AA,IAH,LGA,1245.8909,1709.642729,1443.393473,1
WN,DFW,ATL,1739.796496,2024.065183,686.377044,1
B6,PHL,SEA,1909.362808,2143.788457,1023.01388,1
WN,PHX,DEN,1334.801979,1698.579597,861.189901,1
AA,DFW,DFW,2040.815134,2143.348922,198.543291,1
OO,ORD,SAN,2234.909257,2346.357869,243.389353,1
WN,SLC,SEA,2028.270806,2152.674704,605.987947,1
UA,ORD,DEN,1830.362155,2048.408665,1631.182284,1
AA,ORD,MCO,1130.46373,1440.403069,1034.488195,1
EV,ONT,ATL,1251.328712,1410.42376,365.911899,1
EV,CLT,PHX,1147.047174,1422.57187,652.4201,1
WN,ORD,SAN,1631.857989,1820.793942,1674.923344,1
EV,DEN,LGA,1030.407537,1322.511956,743.104857,1
WN,DEN,DFW,1429.194911,1960.822016,1496.485941,1
OO,ORD,LAX,1815.839314,1850.555446,115.243013,1
AA,EWR,LAS,1039.413594,1251.813417,2199.685174,1
MQ,CLE,ORD,1625.440348,1641.938065,311.758066,1
WN,ORD,DFW,2211.622603,2320.577681,257.953538,1
OO,ATL,BOS,924.457591,1032.232223,217.318954,1
EV,ORD,DFW,1180.837469,1467.296915,786.234953,1
WN,SLC,SEA,2047.664576,2156.39507,607.010821,1
EV,ATL,ATL,1426.570631,1525.347061,159.214369,1
AA,LGA,ATL,2123.669312,2342.846092,738.758942,1
EV,ATL,OMA,1350.742814,1517.079601,314.628453,1
DL,MSP,DTW,1910.243617,2310.891264,1011.359677,1
EV,PHX,SEA,1408.768637,1616.488651,699.591073,1
AA,DFW,ATL,1932.527124,2252.413505,946.423052,1
AA,EWR,PBI,642.670056,940.56227,1035.941835,1
EV,IAH,ORD,1526.130897,1626.915445,176.517958,1
B6,MCI,MCO,1831.066126,2137.236408,1054.389639,1
DL,ATL,ATL,33.194504,248.440836,587.141378,1
B6,ATL,DFW,1633.580695,1818.908592,629.175555,1
WN,DCA,DEN,1949.082949,2154.073998,1451.030186,1
EV,EWR,LAX,2155.413031,2239.411643,280.968502,1
EV,IAH,DFW,1531.694244,1637.071247,215.54414,1
OO,ORD,BOS,954.141109,1037.387099,109.09651,1
WN,DFW,BWI,2221.992408,2325.521843,305.498982,1
WN,SMF,LAX,1404.699619,1514.83554,337,1
EV,DFW,BOS,1745.736701,1841.750549,195.88587,1
EV,ATL,DFW,2226.573042,2345.121955,721.097595,1
EV,HRL,IAH,1110.151177,1218.023916,297.757159,1
UA,IAH,ORD,733.710238,1020.857914,880.606044,1
B6,SLC,ORD,1735.24285,2006.100131,985.46992,1
WN,LAX,ORD,1696.586946,2284.459049,1712.039236,1
EV,DFW,FLL,1709.77998,1805.207656,181.487431,1
DL,ATL,MCO,2318.41769,33.930816,419.228232,1
DL,ATL,ATL,1225.056818,1440.219271,542.852096,1
DL,ORD,SEA,1190.813585,1406.503302,1919.684297,1
EV,ORD,ATL,943.241518,1130.972297,585.020404,1
WN,PHX,PHX,1940.591821,2106.649654,373.142937,1
UA,LAX,IAD,1343.30725,2102.59109,2291.316303,1
WN,ATL,MSY,2020.251184,2054.672373,471.912734,1
WN,DEN,LAX,2055.313607,2217.744834,838.296522,1
UA,DFW,DEN,1016.690191,1338.598357,978.200053,1
AA,ORD,PHX,1255.580154,1417.229654,889.634943,1
WN,CLT,BOS,2003.423149,2140.505236,387.859353,1
EV,ORD,LGA,637.099837,813.377957,441.02504,1
AA,MCO,JFK,2142.406132,15.136128,944.686406,1
AA,MIA,SEA,1417.840432,1652.551455,1019.848033,1
AA,ATL,XNA,2023.289829,2117.231081,512.020462,1
WN,DTW,ATL,2025.269816,2221.482773,597.979186,1
B6,PHX,FLL,2012.896101,2327.320506,1078.064546,1
B6,FLL,SEA,1924.338944,2148.310076,1029.032626,1
WN,DTW,ATL,2028.496272,2218.367678,585.253453,1
WN,PHX,OAK,1932.435178,2037.142484,324.41052,1
EV,DFW,DFW,1139.669299,1332.71704,654.395152,1
WN,SLC,FLL,2154.648969,2256.69484,590.591766,1
DL,SFO,MCO,1498.004245,2326.059372,2451.176961,1
DL,STL,MCO,1126.740898,1436.457501,838.170207,1
UA,PHX,MCO,1519.823008,2312.789554,2019.856021,1
EV,ORD,CMH,1434.555726,1631.811037,286.570598,1
WN,ORD,ATL,2051.890552,2245.865801,570.252084,1
US,DAL,BOS,824.039534,938.768159,229.35928,1
UA,EWR,SFO,780.145582,1114.070324,2609.439995,1
EV,EWR,CLE,1829.852279,2015.026201,527.46872,1
UA,MCO,PHX,1158.466252,1299.313892,988.165132,1
WN,CLT,MSY,1538.833423,1632.662421,550.506881,1
DL,ATL,SFO,1715.801136,1927.550573,2140.094663,1
WN,ATL,MDW,1218.094949,1345,641.467164,1
AA,ORD,ATL,2040.543139,2318.28959,610.28683,1
AA,DFW,STL,1734.533251,1910.686647,532.415821,1
EV,IAH,DFW,1537.171161,1639.67073,227.933612,1
AA,IAH,DEN,1415.326567,1522.545915,687.649679,1
B6,MCO,LGA,1627.278906,1920.829451,941.231209,1
DL,ATL,FLL,1826.043657,2011.001655,600.427497,1
WN,LAS,ORD,628.463106,739.865521,341.899348,1
OO,RNO,LAX,1814.94979,1950.004807,406.364716,1
OO,ATL,ORD,1951.852315,2074.295778,691.378756,1
DL,HNL,MCO,1391.479184,2253.387837,2446.232302,1
UA,LAX,ORD,1144.895833,1739.43904,1750.980396,1
EV,IAH,MSY,1634.169723,1746.208406,294.00311,1
UA,ORD,IAH,918.295533,1148.236114,895.276438,1
WN,ORD,DFW,1722.513224,2009.346943,843.342584,1
AA,DFW,BWI,1615.100402,2018.947197,1219.535411,1
AA,SMF,DFW,621.732644,1142.899597,1423.019015,1
WN,ORD,SLC,1911.449854,2123.913453,343.084547,1
EV,ATL,DEN,1342.864103,1462.198475,691.693036,1
OO,EWR,SFO,848.746454,1028.035467,442.235128,1
WN,ATL,DFW,1714.17937,1950.569046,780.982828,1
AA,DFW,DFW,968.272209,1519.214207,1452.93363,1
EV,EWR,ATL,1216.192072,1431.454156,240.943938,1
OO,ATL,DFW,2029.605975,2112.602717,124.872379,1
UA,EWR,SEA,1954.671739,2247.568113,2426.489041,1
AA,EWR,MCO,1426.849173,1677.028909,930.36302,1
UA,IAH,SAT,2120.889032,19.517706,769.257871,1
DL,ORD,SLC,1949.089782,2215.509843,583.33728,1
EV,DTW,ORD,2106.087537,2153.717947,203.107481,1
EV,HNL,OGG,1637.819754,1712.62172,110.370066,1
WN,LAX,SFO,1331.657432,1438.853481,365.322219,1
UA,LAX,ORD,1117.939399,1739.171407,1752.037058,1
UA,MCO,LAX,2151.870714,2307.659951,841.262358,1
DL,DEN,ATL,1053.7181,1629.814588,1228.121623,1
WN,PHL,MCO,1646.043723,1917.921919,859.687303,1
DL,ATL,MCO,2320.178049,34.416426,415.271572,1
DL,PHX,DFW,823.598409,1058.60691,1012.472605,1
AA,DFW,ORD,1200,1228.186633,564.030482,1
DL,MIA,DFW,1223,1457.657604,1078.443034,1
DL,CLT,PDX,2189.43905,2319.534205,498.763412,1
AA,DAL,DFW,1954.797961,2119.700003,442.527378,1
WN,ATL,MSP,2133.461074,2244.014246,327.77055,1
B6,FLL,ORD,1519.127874,1809.189349,1042.885152,1
UA,ORD,PDX,1762.337681,1999.527297,1720.868088,1
WN,HRL,IAH,1114.080512,1218.467671,321.080772,1
B6,MSY,MCO,1549.166254,1830.369783,970.732249,1
AA,DFW,LAX,2216.724017,2328.643346,1285.615019,1
DL,EWR,BOS,2329.875853,42.154478,217.698349,1
WN,DEN,SLC,2214.996345,2336.753791,373.180655,1
OO,DFW,SAN,1129.513738,1223.076928,105.247015,1
WN,MDW,SLC,2045.360319,2353.634393,726.788271,1
AS,SLC,ORD,1031.549235,1138.871825,677.871797,1
AA,ORD,IAH,1851.397933,2112.217892,942.359631,1
DL,LAX,ATL,1044.582789,1756.787227,1958.869381,1
EV,IAH,MSY,1628.029599,1751.260531,293.845231,1
EV,ORD,SFO,1234.457036,1441.143017,313.137898,1
EV,AUS,DFW,1817.638466,1927.854034,159.721055,1
EV,PHX,ATL,733.846132,1029.31393,580.783056,1
OO,CLE,EWR,1523.317089,1645.235246,403.462997,1
WN,DEN,TPA,2005.485461,2311.081387,776.873356,1
EV,LAX,SJC,1714.360903,1818.442385,297.433594,1
DL,ATL,CLT,1932.350963,2034.477043,227.621668,1
UA,MIA,SLC,1489.698249,1638.886116,979.529143,1
EV,HRL,IAH,1074.735832,1208.445149,300.094351,1
WN,PHX,MSP,1641.373806,2125.659729,1362.451038,1
MQ,ORD,ORD,1423.060039,1633.729765,486.472786,1
EV,ORD,MCO,1515.840237,1742.139492,557.2369,1
MQ,DFW,DFW,1134.234144,1303.883594,610.51244,1
UA,IAH,DCA,1347.230787,1724.626365,1192.881706,1
WN,ATL,ATL,1242.804748,1401.629905,421.9913,1
AA,DFW,FLL,1536.815709,1925.623117,1210.93632,1
WN,DEN,DEN,1916.938851,2031.282947,747.831953,1
DL,ATL,DFW,1811.782611,1946.472481,459.807835,1
AA,DFW,SEA,1722.648263,1942.215396,1061.745552,1
EV,IND,BWI,1111.791077,1226.148161,477.902645,1
AA,LAS,MCO,1694.919882,2232.713991,1294.153037,1
AA,DFW,ATL,1319.21282,1613.79238,740.594768,1
WN,ORD,DEN,1317.667104,1603.87831,855.134225,1
WN,MSY,MCO,1533.32554,1825.534832,975.568235,1
OO,DEN,DFW,1435.795578,1709.677736,592.444771,1
AA,ORD,DFW,1714.543161,1934.751253,808.343196,1
EV,ALB,DEN,1814.801784,1944.399872,687.929997,1
DL,ATL,PBI,2260.444703,38.316434,537.775766,1
WN,ATL,IAH,1512.058162,1641.41339,644.371302,1
WN,SJC,ORD,1811.9554,1920.715326,344.553736,1
EV,ORD,CLT,2125.461836,17.512969,573.810117,1
WN,PVD,MCO,1426.100131,1708.721364,1072,1
AA,DFW,SLC,1265.059092,1430.384966,997.807052,1
UA,SFO,MCO,1035.269033,1831.361102,2457.119168,1
EV,DFW,DFW,1433.494934,1661.82465,833.573054,1
UA,CLT,SEA,1939.291269,2163.3897,2270.577562,1
UA,ORD,LAX,1943.806766,2153.332079,1752.981353,1
AA,IAH,LGA,1249.198575,1696.997314,1384.986981,1
WN,PHX,LAX,1131.973934,1309.312507,262.373217,1
EV,IAH,MEM,2034.835274,2208.351026,459.280118,1
AA,ATL,DFW,1719.436159,1869.473402,716.227962,1
EV,ATL,IAH,945.111656,1112.270186,651.059372,1
WN,CLT,SAN,2122.255618,2248.520607,473.51352,1
WN,MEM,RIC,1029.202966,1223.355477,483.971149,1
AA,EWR,SLC,1481.902824,1644.444907,1003.890361,1
B6,PHX,RSW,1452.992013,1825.00961,1100.162362,1
WN,ATL,PHL,2125.737494,2335.209981,646.898957,1
B6,FLL,SEA,1905.566306,2133.904384,1036.483991,1
WN,DEN,TPA,2005.017301,2310.303353,753.393948,1
EV,MEM,RIC,1053.97186,1248.178526,520.611462,1
AA,PHX,ATL,1584.333546,2104.181359,1589.676552,1
B6,JFK,SFO,8.636312,112.917248,310.511167,1
EV,CLT,ATL,1718.151135,1834.770115,163.99315,1
UA,ORD,FLL,1152.98764,1508.258117,994.263317,1
WN,MCI,ATL,1611.780136,1734.292897,392.936499,1
EV,IAH,MSY,1632.840278,1755.639417,303.298901,1
WN,DFW,PHX,1613.713694,1732.776511,355.864582,1
UA,STL,DEN,1848,2058.951434,1626.071772,1
B6,ORD,SFO,2004.886445,2236.699186,1826.976938,1
WN,DAL,LAS,1449.731361,1545.940384,238.648104,1
AA,JFK,SJU,1021.09158,1436.670112,1572.312948,1
EV,ATL,ORD,1933.800237,2132.165808,663.111219,1
UA,ORD,LAX,1942.530695,2158.095643,1755.48547,1
DL,LAX,IAD,1150.968789,1840.214827,2128.88081,1
AA,MCO,CLE,1622.5608,1822.170553,905.325658,1
EV,CVG,EWR,1137.100131,1328.703303,555.21706,1
B6,EWR,MSP,2225.037825,25.817646,1013.415404,1
WN,OKC,HOU,1950.139838,2110.718265,411.714554,1
WN,SGF,MEM,1718.328385,1817.033051,245.559057,1
AA,ORD,MCO,1208.17045,1613.11733,1023.174186,1
AA,MIA,DFW,1247.040632,1506.920768,1118.2878,1
AA,DAL,DFW,1952.849404,2119.661131,446.531584,1
EV,DFW,DFW,1523.752588,1633.552711,291.234636,1
EV,DEN,DFW,1448.026272,1732.775339,591.176886,1
WN,MCO,LAX,2138.032726,2320.981697,860.355135,1
UA,LAX,IAD,1391.948931,2141.307644,2290.146571,1
WN,ATL,LAX,1805.673648,1923.788758,425.668912,1
WN,ATL,LAX,1803.971401,1926.129368,431.564183,1
EV,IAH,DFW,1447.06668,1707.394361,849.995057,1
WN,DAL,OMA,2114.028984,2237.916488,422.910116,1
AA,ORD,ATL,1650.307213,2017.705333,734.387038,1
EV,ORD,JFK,1456.593193,1608.798095,213.65554,1
MQ,ORD,ATL,1624.085436,1831.143263,273.548753,1
WN,ATL,PHL,2123.005253,2314.233479,676.056747,1
MQ,IAH,LAX,757.777438,939.435259,870.468742,1
WN,IND,LAX,831.181443,939.932739,717.424459,1
WN,OKC,HOU,1954.391792,2111.055279,412.110212,1
WN,PHX,PHX,1321.88128,1362.814962,369.78576,1
MQ,IND,DFW,1247.598133,1510.201687,666.368158,1
EV,MSN,ORD,1417.891494,1501.602539,107.12967,1
EV,ORD,ICT,1528.577218,1715.295702,593.941877,1
EV,MCI,SFO,1005.576753,1130.599894,463.278662,1
WN,PHX,BOS,2027,2331.648643,865.90925,1
OO,MCI,ORD,1027.779739,1137.725343,398.222742,1
AA,CLE,DFW,911.207297,1125.560052,1012.112696,1
WN,DEN,MSY,1817.236126,2331.966383,1499.880325,1
WN,DFW,PHX,1635.874997,1739.958645,364.506947,1
MQ,ORD,DFW,1148.737117,1420.173236,575.181171,1
WN,SLC,SEA,2119.243774,2224.321571,659.062168,1
AA,JFK,SJU,932.809319,1419.0928,1595.547189,1
AA,DEN,DFW,1133.100277,1323.994001,849.518285,1
UA,DFW,DEN,1021.848711,1338.930896,965.616867,1
AA,DCA,LAX,882.148164,1183.149807,2324.620547,1
DL,EWR,BOS,2325.004549,30.761076,211.005409,1
AA,ATL,BHM,1960.536473,2038.433704,176.724202,1
DL,MEM,LAX,928.785282,1221.917522,1582.307551,1
WN,HRL,IAH,1110.297399,1221.126685,311.559501,1
WN,DFW,PHX,1617.382526,1727.248591,348.795509,1
MQ,PHX,DFW,1543.061553,1702.107574,311.03397,1
AA,DEN,DFW,1318.926264,1540.295132,860.883616,1
WN,SLC,SLC,1122.754077,1233.564944,427.01333,1
UA,PHX,IND,2008.048736,225.362412,1512.59785,1
EV,EWR,RIC,1740.491994,1922.794384,305.304679,1
WN,LAX,ORD,1702.963826,2296.316561,1775.684548,1
WN,MDW,PHX,1428.543452,1644.612111,1450.21795,1
OO,DFW,SFO,1138.108312,1232.427296,181.559099,1
AS,ORD,ATL,743.814877,956.67712,166.303854,1
US,DEN,DFW,1437.239274,1731.902743,670.264309,1
DL,MCO,LGA,1643.713912,1906.40316,1029.192067,1
DL,DFW,IAH,2010,2120.090245,227.736467,1
AA,DFW,ATL,1931.234145,2242.979152,936,1
EV,EWR,LBB,2118.309059,2217.793571,290.679141,1
EV,DEN,LGA,1028.159694,1326.974303,791.871516,1
WN,LAS,SLC,1633.168433,1910.722012,587.850298,1
WN,ATL,SFO,941.911246,1058.446061,461.076722,1
EV,EWR,ATL,1837.495242,2006.593311,288.628134,1
WN,ATL,ATL,1237.525564,1417.85412,587.027127,1
WN,DEN,OAK,1819.569126,1941.58223,956.735526,1
WN,SMF,SLC,1933.590199,2131.646328,358.7474,1
WN,MDW,DEN,1692.969047,1908.797266,1484.996397,1
WN,SAT,LAS,2016.808735,2157.601347,1027.635954,1
AA,MIA,ORD,1749.403104,2002.154329,1201.086687,1
WN,EWR,EWR,1708.853666,1932.068184,938.112543,1
DL,MIA,DFW,1231.709495,1501.656458,1104.985497,1
MQ,ORD,ORD,1391.614679,1638.062254,515.705746,1
OO,ORD,LAX,1532.003066,1612.928707,114.341601,1
AA,ORD,PHX,1230.470349,1427.808122,1512.436187,1
AA,LAX,ORD,1148.664831,1826.386591,1760.638304,1
WN,ORD,BHM,2045.844978,2218.650728,568.958085,1
AA,LAS,ORD,1242.626921,1777.84002,1518.639256,1
DL,LAX,ATL,1077.967727,1764.28339,1946.769604,1
DL,EWR,ATL,703.035274,830.51869,301.765548,1
EV,EWR,RIC,1745.002432,1918.677862,282.496837,1
EV,EWR,RIC,1732.497266,1927.061352,307.605234,1
WN,DAL,DFW,1233.48313,1334.340212,240.569913,1
WN,DFW,PHX,1627.173486,1730.629444,324.603787,1
UA,LAX,IAD,1421.344288,2140.486628,2288.025324,1
WN,DFW,OAK,1927.113367,2044.273334,326.542872,1
WN,DEN,LAX,2055.514215,2216.537182,849.13914,1
UA,ORD,LAX,1753.738535,2034.351447,1860.063772,1
AA,ORD,PHX,1538.608423,1845.394801,597.883612,1
WN,PVD,MCO,1363.119374,1701.932379,1037.493159,1
EV,ORD,JFK,1412.594079,1611.366238,223.73384,1
DL,EWR,ATL,641.1351,734.575539,157.999006,1
MQ,SLC,DFW,1819.390546,1944.117714,220.623473,1
OO,SLC,MKE,1210.782844,1339.609008,412.149834,1
UA,LAX,ORD,1317.195075,1877.959588,1725.367937,1
EV,HNL,OGG,1644.445992,1727.986761,104.287046,1
AA,ATL,DFW,2127.98845,2322.04194,797.39672,1
WN,LAS,SAN,1703.725788,1796.555102,258.467288,1
AA,DFW,MCO,1832.167938,2129.15481,929.737847,1
WN,MCO,PHX,1248.884088,1427.386233,862.721899,1
WN,MCO,BWI,1946.81428,2123.734905,783.380255,1
WN,SLC,PDX,1811.662359,1940.035204,541.223882,1
AA,RIC,DFW,1939.227929,2118.041275,461.918308,1
AA,SJU,SEA,2063.685961,2323.050648,1665.487409,1
EV,EWR,ATL,719.051644,833.097862,350.473571,1
WN,DAL,CLE,2039.750932,2241.555775,328.952329,1
EV,ATL,ATL,1456.997706,1653.871625,594,1
EV,ATL,BWI,1126.463521,1216.922425,534.724695,1
AA,DFW,ATL,1938.140743,2249.330848,932.323435,1
WN,DCA,PHX,1927.072025,2152.732138,1452.04202,1
WN,SLC,DFW,1819.195339,1954.437417,506.317898,1
WN,LAS,ORD,1726.152618,2338.039602,1848.718163,1
AA,HNL,LAX,2221.337568,619.998158,2598.845356,1
EV,ORD,LGA,626.659018,814.25152,440.949565,1
EV,ATL,ATL,1718.396919,1849.853226,514.947319,1
WN,SMF,LAX,1407.036142,1520.852129,344.293984,1
EV,ORD,FLL,1108.93774,1511.169731,1102.063013,1
WN,ATL,ORD,2127.662197,2152.060487,317.976364,1
EV,ORD,ATL,1314.492559,1552.756231,650.989887,1
